label,person_id,nose_y,nose_x,nose_conf,left_eye_y,left_eye_x,left_eye_conf,right_eye_y,right_eye_x,right_eye_conf,left_ear_y,left_ear_x,left_ear_conf,right_ear_y,right_ear_x,right_ear_conf,left_shoulder_y,left_shoulder_x,left_shoulder_conf,right_shoulder_y,right_shoulder_x,right_shoulder_conf,left_elbow_y,left_elbow_x,left_elbow_conf,right_elbow_y,right_elbow_x,right_elbow_conf,left_wrist_y,left_wrist_x,left_wrist_conf,right_wrist_y,right_wrist_x,right_wrist_conf,left_hip_y,left_hip_x,left_hip_conf,right_hip_y,right_hip_x,right_hip_conf,left_knee_y,left_knee_x,left_knee_conf,right_knee_y,right_knee_x,right_knee_conf,left_ankle_y,left_ankle_x,left_ankle_conf,right_ankle_y,right_ankle_x,right_ankle_conf
good,1,0.33786666,0.72061384,0.4481165,0.26780427,0.74798614,0.4703108,0.25979754,0.6421741,0.51205623,0.2735086,0.7580271,0.27911147,0.30248895,0.4865915,0.5557468,0.8072113,0.82565093,0.62718487,0.7865464,0.23051944,0.65577924,0.12675975,0.92501575,0.060529742,0.98823845,0.10222616,0.058575913,0.40581003,0.9606404,0.027080858,0.5241272,0.56035125,0.025202412,1.0083511,0.5634958,0.078152806,0.8740281,0.20448762,0.013039612,1.0577923,0.73254603,0.043142468,1.0120049,0.4491533,0.09459156,0.8792634,0.8857292,0.018099632,0.99335146,0.3953283,0.027252013
good,1,0.33656406,0.7189395,0.45456663,0.26657695,0.7463909,0.45722494,0.258276,0.63931686,0.5605631,0.27154806,0.7592335,0.28242314,0.30110344,0.48812604,0.5811134,0.8100661,0.82677287,0.63318443,0.78616047,0.22906509,0.672598,0.5060213,0.73198444,0.007116735,0.99100524,0.11635447,0.05524821,0.19610853,0.9024152,0.028093785,0.53932023,0.72043717,0.005201866,1.0092952,0.5837206,0.070148125,1.0118111,0.2685484,0.036974315,1.0557729,0.7328312,0.048162136,1.0118433,0.47036186,0.11033792,0.8779499,0.8866795,0.018540343,0.9917509,0.3964404,0.027843297
good,1,0.3376453,0.7201803,0.47060204,0.2661739,0.74770176,0.48368946,0.26123556,0.6396868,0.5933529,0.2730538,0.7602415,0.2884245,0.31419992,0.4884126,0.5848124,0.8092112,0.8268937,0.63222766,0.78816617,0.23120818,0.6674323,0.119388625,0.927357,0.060655568,0.9894347,0.115467526,0.060614955,0.44460362,0.96415913,0.025170796,0.5310501,0.5708849,0.024874778,1.007663,0.58292365,0.0785947,1.0099216,0.26780748,0.0392993,1.0568933,0.73227423,0.049963508,1.0118395,0.4485529,0.11226535,0.87918466,0.88543284,0.018087618,0.99175584,0.37602454,0.02765171
good,1,0.3376453,0.7201803,0.47060204,0.2661739,0.74770176,0.48368946,0.26123556,0.6396868,0.5933529,0.2730538,0.7602415,0.2884245,0.31419992,0.4884126,0.5848124,0.8092112,0.8268937,0.63222766,0.78816617,0.23120818,0.6674323,0.119388625,0.927357,0.060655568,0.9894347,0.115467526,0.060614955,0.44460362,0.96415913,0.025170796,0.5310501,0.5708849,0.024874778,1.007663,0.58292365,0.0785947,1.0099216,0.26780748,0.0392993,1.0568933,0.73227423,0.049963508,1.0118395,0.4485529,0.11226535,0.87918466,0.88543284,0.018087618,0.99175584,0.37602454,0.02765171
good,1,0.35477915,0.7279927,0.5384961,0.27007425,0.7470247,0.48031837,0.26154065,0.6445744,0.5399339,0.2767937,0.7553329,0.25470582,0.31342763,0.48919946,0.5866265,0.8067047,0.8261507,0.6451546,0.7855778,0.23135433,0.6825212,0.124425195,0.9282082,0.0573267,0.9877269,0.10237391,0.05765371,0.40479165,0.9614155,0.022716805,0.53183556,0.57268244,0.023423333,1.0079623,0.5830825,0.07647905,0.87511325,0.20619924,0.012501404,1.0573553,0.7325329,0.049283184,1.0124832,0.44830325,0.09867761,0.87853014,0.8868728,0.017782498,0.9962724,0.37291712,0.023338167
good,1,0.35524583,0.7291237,0.55609256,0.27075383,0.7486416,0.42313665,0.2589293,0.64332324,0.526603,0.2714718,0.76036364,0.2610197,0.3022367,0.48865584,0.5757904,0.80979663,0.8253035,0.6185373,0.7849041,0.23506653,0.6699262,0.12447296,0.92331195,0.06841242,0.99230725,0.12800996,0.05872955,0.089177296,0.93482023,0.037081886,0.53842854,0.7211773,0.005511043,1.0087714,0.5823257,0.07274323,0.84951484,0.21207358,0.011242617,1.0551428,0.73181677,0.062231433,1.0106109,0.4478719,0.10091169,1.0059103,0.8809547,0.014528211,0.9902413,0.39413476,0.027456133
good,1,0.3541989,0.7289118,0.53430706,0.2685194,0.7474422,0.45212623,0.26086208,0.6464162,0.5600982,0.27380788,0.75496215,0.24919273,0.3136084,0.4902179,0.565051,0.8070216,0.8261207,0.6423609,0.78206915,0.23328993,0.6736218,0.123508036,0.9280072,0.05827379,0.98874545,0.101725906,0.06405657,0.40704897,0.9606989,0.025130082,0.98776424,0.37642065,0.06054149,1.0089116,0.5640404,0.07531323,1.0077124,0.28349453,0.038840882,1.058067,0.73208374,0.050386045,1.0115714,0.4482103,0.11225589,0.8536169,0.8847026,0.01788018,0.99258596,0.3944643,0.029130971
good,1,0.3258163,0.517091,0.60586107,0.24669464,0.58153707,0.39105776,0.2453968,0.45135617,0.5217242,0.31960166,0.6532153,0.5796733,0.3139097,0.36386955,0.77823615,0.7572911,0.78389335,0.7581186,0.7311795,0.2000378,0.7741534,0.4641989,0.9029613,0.022093633,0.97324216,0.08414845,0.10552308,0.32555145,0.6957748,0.005202597,0.38343164,0.5393714,0.016123503,1.0081416,0.7361426,0.053209033,1.0208954,0.27224073,0.02398214,1.0065225,0.6937834,0.07360875,0.9994102,0.29880422,0.074496344,0.99919015,0.6813136,0.021265248,1.0137373,0.3031437,0.015881073
good,1,0.3249305,0.5138451,0.6149907,0.24503456,0.57986677,0.3825667,0.24377193,0.4481911,0.5333028,0.32394832,0.65173775,0.54715776,0.31373635,0.3610666,0.7652973,0.75603384,0.7833567,0.7401211,0.7331769,0.19808085,0.75913286,0.44580635,0.9024778,0.02147786,0.9767152,0.0965217,0.09400525,0.3288403,0.69448847,0.004186251,0.39735255,0.57612044,0.013737873,1.0076416,0.7216118,0.051160276,0.8611467,0.20190933,0.005078471,1.0071651,0.6931056,0.069437906,0.9988428,0.297964,0.07215666,1.001984,0.6809549,0.019838393,1.0126646,0.3019517,0.015859587
good,1,0.3249305,0.5138451,0.6149907,0.24503456,0.57986677,0.3825667,0.24377193,0.4481911,0.5333028,0.32394832,0.65173775,0.54715776,0.31373635,0.3610666,0.7652973,0.75603384,0.7833567,0.7401211,0.7331769,0.19808085,0.75913286,0.44580635,0.9024778,0.02147786,0.9767152,0.0965217,0.09400525,0.3288403,0.69448847,0.004186251,0.39735255,0.57612044,0.013737873,1.0076416,0.7216118,0.051160276,0.8611467,0.20190933,0.005078471,1.0071651,0.6931056,0.069437906,0.9988428,0.297964,0.07215666,1.001984,0.6809549,0.019838393,1.0126646,0.3019517,0.015859587
good,1,0.32458153,0.5143306,0.61905575,0.2465764,0.5783089,0.34069622,0.24405526,0.44948736,0.5278531,0.3215219,0.64798814,0.5253251,0.3131896,0.3624844,0.76999617,0.7561406,0.7838424,0.7324469,0.7336679,0.19798534,0.79184836,0.4451045,0.89931786,0.022257345,0.97658145,0.095478475,0.090145,0.32570443,0.6985456,0.005667352,0.5282554,0.5147858,0.0037992934,1.0077035,0.72309536,0.05103931,1.0032734,0.12477425,0.022557998,1.0070324,0.6951172,0.062927224,0.99982715,0.29882607,0.06441793,1.0034145,0.70241195,0.020614754,1.0140818,0.3033968,0.016259879
good,1,0.32526988,0.51104057,0.66014636,0.24563313,0.5728703,0.5744777,0.24847691,0.44792837,0.5780077,0.31316206,0.648327,0.43416205,0.31635132,0.3619782,0.8043561,0.75450677,0.78571945,0.7566322,0.72989774,0.20269056,0.753377,0.35766765,0.8933884,0.024621326,0.9812455,0.1120689,0.09356283,0.3257299,0.6979557,0.0058620665,0.528733,0.5160149,0.004067206,1.008383,0.7215054,0.04931871,1.0200104,0.2571173,0.02218116,0.9597698,0.68849796,0.09085909,0.99877065,0.2974822,0.06867474,0.9961342,0.68207186,0.020838065,1.0129886,0.3030533,0.016806176
good,1,0.32526988,0.51104057,0.66014636,0.24563313,0.5728703,0.5744777,0.24847691,0.44792837,0.5780077,0.31316206,0.648327,0.43416205,0.31635132,0.3619782,0.8043561,0.75450677,0.78571945,0.7566322,0.72989774,0.20269056,0.753377,0.35766765,0.8933884,0.024621326,0.9812455,0.1120689,0.09356283,0.3257299,0.6979557,0.0058620665,0.528733,0.5160149,0.004067206,1.008383,0.7215054,0.04931871,1.0200104,0.2571173,0.02218116,0.9597698,0.68849796,0.09085909,0.99877065,0.2974822,0.06867474,0.9961342,0.68207186,0.020838065,1.0129886,0.3030533,0.016806176
good,1,0.32526988,0.51104057,0.66014636,0.24563313,0.5728703,0.5744777,0.24847691,0.44792837,0.5780077,0.31316206,0.648327,0.43416205,0.31635132,0.3619782,0.8043561,0.75450677,0.78571945,0.7566322,0.72989774,0.20269056,0.753377,0.35766765,0.8933884,0.024621326,0.9812455,0.1120689,0.09356283,0.3257299,0.6979557,0.0058620665,0.528733,0.5160149,0.004067206,1.008383,0.7215054,0.04931871,1.0200104,0.2571173,0.02218116,0.9597698,0.68849796,0.09085909,0.99877065,0.2974822,0.06867474,0.9961342,0.68207186,0.020838065,1.0129886,0.3030533,0.016806176
good,1,0.32526988,0.51104057,0.66014636,0.24563313,0.5728703,0.5744777,0.24847691,0.44792837,0.5780077,0.31316206,0.648327,0.43416205,0.31635132,0.3619782,0.8043561,0.75450677,0.78571945,0.7566322,0.72989774,0.20269056,0.753377,0.35766765,0.8933884,0.024621326,0.9812455,0.1120689,0.09356283,0.3257299,0.6979557,0.0058620665,0.528733,0.5160149,0.004067206,1.008383,0.7215054,0.04931871,1.0200104,0.2571173,0.02218116,0.9597698,0.68849796,0.09085909,0.99877065,0.2974822,0.06867474,0.9961342,0.68207186,0.020838065,1.0129886,0.3030533,0.016806176
good,1,0.32640314,0.51322156,0.6286413,0.24615581,0.5797312,0.34544015,0.24432433,0.44900754,0.5169089,0.3217447,0.65369046,0.58632636,0.30767888,0.3642586,0.66279364,0.75800955,0.7866078,0.7798463,0.7309289,0.2012854,0.776664,0.44634888,0.9034261,0.018785786,0.97525835,0.088219695,0.11059324,0.32728162,0.6984848,0.005139394,0.4000316,0.57452935,0.015747892,1.0092059,0.72220933,0.05096569,1.0032175,0.14896215,0.023743238,1.0056378,0.69411504,0.06971669,0.998452,0.29825297,0.066571556,1.0016516,0.70070815,0.020020613,1.0146391,0.30335596,0.01510309
good,1,0.31517062,0.5129676,0.47128627,0.24207395,0.5772177,0.40253243,0.2421356,0.4478064,0.57760715,0.3230505,0.654507,0.5471338,0.3153153,0.36303684,0.79240876,0.7612167,0.78780234,0.776544,0.73062515,0.20059837,0.75604355,0.44408277,0.9019333,0.020982387,0.98137134,0.10993341,0.113635436,0.32831958,0.7001914,0.004501672,0.98390746,0.028843548,0.060487278,1.0087855,0.72191834,0.049874637,1.0172505,0.27095538,0.030320808,1.0056928,0.6923762,0.07591365,0.99631685,0.297233,0.0844168,0.9999992,0.67916995,0.019252473,1.0093653,0.30437765,0.017734172
good,1,0.31517062,0.5129676,0.47128627,0.24207395,0.5772177,0.40253243,0.2421356,0.4478064,0.57760715,0.3230505,0.654507,0.5471338,0.3153153,0.36303684,0.79240876,0.7612167,0.78780234,0.776544,0.73062515,0.20059837,0.75604355,0.44408277,0.9019333,0.020982387,0.98137134,0.10993341,0.113635436,0.32831958,0.7001914,0.004501672,0.98390746,0.028843548,0.060487278,1.0087855,0.72191834,0.049874637,1.0172505,0.27095538,0.030320808,1.0056928,0.6923762,0.07591365,0.99631685,0.297233,0.0844168,0.9999992,0.67916995,0.019252473,1.0093653,0.30437765,0.017734172
good,1,0.31517062,0.5129676,0.47128627,0.24207395,0.5772177,0.40253243,0.2421356,0.4478064,0.57760715,0.3230505,0.654507,0.5471338,0.3153153,0.36303684,0.79240876,0.7612167,0.78780234,0.776544,0.73062515,0.20059837,0.75604355,0.44408277,0.9019333,0.020982387,0.98137134,0.10993341,0.113635436,0.32831958,0.7001914,0.004501672,0.98390746,0.028843548,0.060487278,1.0087855,0.72191834,0.049874637,1.0172505,0.27095538,0.030320808,1.0056928,0.6923762,0.07591365,0.99631685,0.297233,0.0844168,0.9999992,0.67916995,0.019252473,1.0093653,0.30437765,0.017734172
good,1,0.31517062,0.5129676,0.47128627,0.24207395,0.5772177,0.40253243,0.2421356,0.4478064,0.57760715,0.3230505,0.654507,0.5471338,0.3153153,0.36303684,0.79240876,0.7612167,0.78780234,0.776544,0.73062515,0.20059837,0.75604355,0.44408277,0.9019333,0.020982387,0.98137134,0.10993341,0.113635436,0.32831958,0.7001914,0.004501672,0.98390746,0.028843548,0.060487278,1.0087855,0.72191834,0.049874637,1.0172505,0.27095538,0.030320808,1.0056928,0.6923762,0.07591365,0.99631685,0.297233,0.0844168,0.9999992,0.67916995,0.019252473,1.0093653,0.30437765,0.017734172
good,1,0.31517062,0.5129676,0.47128627,0.24207395,0.5772177,0.40253243,0.2421356,0.4478064,0.57760715,0.3230505,0.654507,0.5471338,0.3153153,0.36303684,0.79240876,0.7612167,0.78780234,0.776544,0.73062515,0.20059837,0.75604355,0.44408277,0.9019333,0.020982387,0.98137134,0.10993341,0.113635436,0.32831958,0.7001914,0.004501672,0.98390746,0.028843548,0.060487278,1.0087855,0.72191834,0.049874637,1.0172505,0.27095538,0.030320808,1.0056928,0.6923762,0.07591365,0.99631685,0.297233,0.0844168,0.9999992,0.67916995,0.019252473,1.0093653,0.30437765,0.017734172
good,1,0.32070944,0.5118143,0.58541024,0.24174102,0.5761685,0.43301916,0.24305989,0.44683602,0.56360865,0.31878704,0.6532311,0.5806161,0.31513593,0.3623131,0.7937329,0.7601934,0.78802556,0.76883185,0.73220634,0.20146444,0.7377474,0.44530252,0.9005579,0.021867309,0.9749483,0.09716459,0.101221986,0.32653525,0.69526064,0.0044840877,0.98386675,0.025683174,0.06038316,1.0077877,0.7217777,0.049713496,0.8655896,0.21259199,0.005941714,1.0054462,0.6922904,0.07485681,0.99601877,0.29567933,0.07378978,1.000612,0.68015355,0.019901564,1.0107791,0.30267462,0.016763669
good,1,0.32276294,0.5098908,0.624086,0.2433462,0.57238483,0.4880791,0.24424261,0.44636917,0.5351403,0.3106084,0.6465639,0.47130188,0.31394845,0.36135754,0.7699137,0.76021385,0.78844947,0.77633226,0.73358846,0.20119725,0.74094987,0.44582474,0.90017015,0.023451848,0.9727461,0.08433715,0.109324746,0.3273225,0.66913843,0.004709369,0.5284393,0.51551,0.003782393,1.0090585,0.73886883,0.04950494,0.88318294,0.21155778,0.0053133895,1.0059372,0.6937567,0.066496715,0.99763805,0.29775453,0.06506856,1.0031412,0.6808422,0.019131908,1.0157398,0.3017962,0.014615602
good,1,0.32276294,0.5098908,0.624086,0.2433462,0.57238483,0.4880791,0.24424261,0.44636917,0.5351403,0.3106084,0.6465639,0.47130188,0.31394845,0.36135754,0.7699137,0.76021385,0.78844947,0.77633226,0.73358846,0.20119725,0.74094987,0.44582474,0.90017015,0.023451848,0.9727461,0.08433715,0.109324746,0.3273225,0.66913843,0.004709369,0.5284393,0.51551,0.003782393,1.0090585,0.73886883,0.04950494,0.88318294,0.21155778,0.0053133895,1.0059372,0.6937567,0.066496715,0.99763805,0.29775453,0.06506856,1.0031412,0.6808422,0.019131908,1.0157398,0.3017962,0.014615602
good,1,0.32303625,0.5109505,0.63667744,0.24232993,0.5750836,0.4683366,0.24526124,0.44817105,0.5261531,0.3113514,0.6494654,0.46209455,0.31420127,0.36222807,0.7819418,0.75878125,0.7853158,0.7624606,0.7328771,0.20132115,0.753945,0.462754,0.9028753,0.023141677,0.9767763,0.09468494,0.09031107,0.32687533,0.69844174,0.005577312,0.5271971,0.5169686,0.0040163966,1.007366,0.72030914,0.049601868,0.8832559,0.21239653,0.0051132343,1.0046047,0.6930716,0.08024793,0.99836755,0.29727435,0.06695714,0.99866354,0.68080044,0.02136461,1.0193939,0.2803126,0.014695706
good,1,0.32303625,0.5109505,0.63667744,0.24232993,0.5750836,0.4683366,0.24526124,0.44817105,0.5261531,0.3113514,0.6494654,0.46209455,0.31420127,0.36222807,0.7819418,0.75878125,0.7853158,0.7624606,0.7328771,0.20132115,0.753945,0.462754,0.9028753,0.023141677,0.9767763,0.09468494,0.09031107,0.32687533,0.69844174,0.005577312,0.5271971,0.5169686,0.0040163966,1.007366,0.72030914,0.049601868,0.8832559,0.21239653,0.0051132343,1.0046047,0.6930716,0.08024793,0.99836755,0.29727435,0.06695714,0.99866354,0.68080044,0.02136461,1.0193939,0.2803126,0.014695706
good,1,0.32303625,0.5109505,0.63667744,0.24232993,0.5750836,0.4683366,0.24526124,0.44817105,0.5261531,0.3113514,0.6494654,0.46209455,0.31420127,0.36222807,0.7819418,0.75878125,0.7853158,0.7624606,0.7328771,0.20132115,0.753945,0.462754,0.9028753,0.023141677,0.9767763,0.09468494,0.09031107,0.32687533,0.69844174,0.005577312,0.5271971,0.5169686,0.0040163966,1.007366,0.72030914,0.049601868,0.8832559,0.21239653,0.0051132343,1.0046047,0.6930716,0.08024793,0.99836755,0.29727435,0.06695714,0.99866354,0.68080044,0.02136461,1.0193939,0.2803126,0.014695706
